# Метеостанция Москва (ВДНХ), Россия, WMO_ID=27612, выборка с 01.09.2021 по 30.09.2021, все дни
# Кодировка: UTF-8
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=27612&lang=ru
#
"Местное время в Москве (ВДНХ)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"23.09.2021 03:00";"7.5";"747.1";"760.8";"0.0";"96";"Штиль, безветрие";"0";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"100-200";"";"";"";"6.9";"";"";"";"";"";"";
"23.09.2021 00:00";"7.4";"747.1";"760.8";"0.3";"91";"Штиль, безветрие";"0";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"";"";"";"6.0";"";"";"";"";"";"";
"22.09.2021 21:00";"7.5";"746.8";"760.4";"0.6";"93";"Ветер, дующий с юго-востока";"1";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"7.6";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"";"";"";"6.4";"0.4";"12";"";"";"";"";
"22.09.2021 18:00";"7.4";"746.2";"759.8";"0.7";"95";"Штиль, безветрие";"0";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"";"";"4.0";"6.6";"1.0";"12";"";"";"";"";
"22.09.2021 15:00";"7.5";"745.5";"759.1";"0.3";"91";"Штиль, безветрие";"0";"";"";"100%.";"Дымка. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"";"";"4.0";"6.1";"";"";"";"";"";"";
"22.09.2021 12:00";"6.9";"745.2";"758.8";"0.5";"94";"Ветер, дующий с востока";"1";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"2.0";"6.0";"";"";"";"";"";"";
"22.09.2021 09:00";"5.8";"744.7";"758.5";"-0.2";"96";"Ветер, дующий с северо-востока";"1";"";"";"100%.";"Дождь незамерзающий с перерывами слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"5.3";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"200-300";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"6.0";"5.2";"8.0";"12";"Поверхность почвы сырая (вода застаивается на поверхности и образует малые или большие лужи).";"6.0";"";"";
"22.09.2021 06:00";"5.3";"744.9";"758.6";"-0.4";"95";"Ветер, дующий с северо-востока";"1";"";"";"100%.";"Дождь незамерзающий непрерывный умеренный в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"5.3";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"";"4.6";"8.0";"12";"";"";"";"";
"22.09.2021 03:00";"5.9";"745.3";"759.0";"-0.3";"95";"Ветер, дующий с северо-северо-востока";"1";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"200-300";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"";"5.2";"";"";"";"";"";"";
"22.09.2021 00:00";"6.2";"745.6";"759.4";"-0.7";"95";"Ветер, дующий с востоко-северо-востока";"1";"";"";"100%.";"Дождь (незамерзающий) неливневый. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"200-300";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"";"5.5";"";"";"";"";"";"";
"21.09.2021 21:00";"6.2";"746.3";"760.0";"-0.3";"96";"Штиль, безветрие";"0";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"7.1";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"200-300";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"";"5.6";"3.0";"12";"";"";"";"";
"21.09.2021 18:00";"6.5";"746.6";"760.3";"-0.2";"94";"Ветер, дующий с востока";"1";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"200-300";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"14.0";"5.6";"3.0";"12";"";"";"";"";
"21.09.2021 15:00";"6.8";"746.8";"760.5";"0.3";"95";"Ветер, дующий с востока";"1";"";"";"100%.";"Дождь незамерзающий с перерывами слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"100-200";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"4.1";"6.1";"";"";"";"";"";"";
"21.09.2021 12:00";"6.9";"746.5";"760.3";"0.0";"96";"Ветер, дующий с востока";"2";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"100-200";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"6.0";"6.3";"";"";"";"";"";"";
"21.09.2021 09:00";"6.7";"746.5";"760.3";"-0.3";"96";"Ветер, дующий с востоко-юго-востока";"2";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"5.9";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"200-300";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"2.6";"6.1";"8.0";"12";"Поверхность почвы сырая (вода застаивается на поверхности и образует малые или большие лужи).";"6.0";"";"";
"21.09.2021 06:00";"6.3";"746.8";"760.6";"-0.9";"93";"Ветер, дующий с востоко-северо-востока";"1";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"5.9";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"200-300";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"4.0";"5.3";"7.0";"12";"";"";"";"";
"21.09.2021 03:00";"6.0";"747.7";"761.5";"-0.9";"94";"Ветер, дующий с востока";"1";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"200-300";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"";"5.1";"";"";"";"";"";"";
"21.09.2021 00:00";"5.9";"748.6";"762.4";"-0.5";"95";"Ветер, дующий с востока";"1";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"200-300";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"";"5.2";"";"";"";"";"";"";
"20.09.2021 21:00";"6.2";"749.1";"762.9";"0.2";"95";"Ветер, дующий с востока";"2";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"6.8";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"200-300";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"";"5.4";"4.0";"12";"";"";"";"";
"20.09.2021 18:00";"6.5";"748.9";"762.7";"0.0";"95";"Ветер, дующий с востока";"1";"";"";"100%.";"Дождь незамерзающий непрерывный умеренный в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"200-300";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"3.7";"5.8";"5.0";"12";"";"";"";"";
"20.09.2021 15:00";"6.3";"748.9";"762.7";"0.1";"95";"Ветер, дующий с востока";"1";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"200-300";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"4.0";"5.5";"";"";"";"";"";"";
"20.09.2021 12:00";"5.8";"748.8";"762.6";"-0.1";"95";"Ветер, дующий с востока";"2";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"200-300";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"2.5";"5.1";"";"";"";"";"";"";
"20.09.2021 09:00";"5.0";"748.9";"762.7";"0.3";"95";"Ветер, дующий с востока";"2";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"4.6";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"200-300";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"7.0";"4.2";"14.0";"12";"Поверхность почвы сырая (вода застаивается на поверхности и образует малые или большие лужи).";"5.0";"";"";
"20.09.2021 06:00";"4.7";"748.6";"762.5";"-0.7";"94";"Ветер, дующий с востоко-северо-востока";"2";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"4.7";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"200-300";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"2.7";"3.8";"12.0";"12";"";"";"";"";
"20.09.2021 03:00";"4.7";"749.3";"763.2";"-0.8";"94";"Ветер, дующий с востоко-северо-востока";"1";"";"";"100%.";"Дождь незамерзающий непрерывный умеренный в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"200-300";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"";"3.8";"";"";"";"";"";"";
"20.09.2021 00:00";"5.2";"750.1";"764.0";"-1.2";"90";"Ветер, дующий с востока";"1";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"600-1000";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"";"3.7";"";"";"";"";"";"";
"19.09.2021 21:00";"5.8";"751.3";"765.1";"-0.4";"83";"Ветер, дующий с востока";"1";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"8.3";"Слоисто-кучевые, образовавшиеся не из кучевых.";"50%.";"1000-1500";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"";"3.1";"0.5";"12";"";"";"";"";
"19.09.2021 18:00";"7.9";"751.7";"765.4";"-0.8";"60";"Ветер, дующий с востока";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"20.0";"0.5";"Осадков нет";"12";"";"";"";"";
"19.09.2021 15:00";"8.3";"752.5";"766.2";"-0.7";"59";"Ветер, дующий с востока";"2";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"20.0";"0.7";"";"";"";"";"";"";
"19.09.2021 12:00";"7.7";"753.2";"767.0";"-0.4";"62";"Ветер, дующий с востока";"2";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"20.0";"0.9";"";"";"";"";"";"";
"19.09.2021 09:00";"5.2";"753.6";"767.5";"0.0";"73";"Ветер, дующий с востоко-северо-востока";"1";"";"";"100%.";" ";"";"";"4.2";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"20.0";"0.7";"Осадков нет";"12";"Поверхность почвы влажная.";"4.0";"";"";
"19.09.2021 06:00";"4.4";"753.6";"767.5";"-0.4";"75";"Ветер, дующий с востока";"1";"";"";"100%.";" ";"";"";"4.3";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"20.0";"0.3";"Осадков нет";"12";"";"";"";"";
"19.09.2021 03:00";"4.8";"754.0";"767.9";"-0.2";"75";"Ветер, дующий с востока";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"";"0.6";"";"";"";"";"";"";
"19.09.2021 00:00";"5.4";"754.2";"768.1";"-0.3";"74";"Ветер, дующий с востока";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"20.0";"1.0";"";"";"";"";"";"";
"18.09.2021 21:00";"6.6";"754.5";"768.4";"0.7";"74";"Ветер, дующий с востока";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"10.0";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"20–30%.";"2500 или более, или облаков нет.";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"";"2.2";"Осадков нет";"12";"";"";"";"";
"18.09.2021 18:00";"8.4";"753.8";"767.6";"-0.6";"67";"Ветер, дующий с востоко-юго-востока";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"2.5";"Осадков нет";"12";"";"";"";"";
"18.09.2021 15:00";"9.4";"754.4";"768.1";"-0.1";"60";"Ветер, дующий с востоко-северо-востока";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"2.0";"";"";"";"";"";"";
"18.09.2021 12:00";"8.6";"754.5";"768.2";"-0.1";"63";"Ветер, дующий с востоко-северо-востока";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"1.9";"";"";"";"";"";"";
"18.09.2021 09:00";"5.7";"754.6";"768.5";"0.6";"81";"Ветер, дующий с востока";"1";"";"";"60%.";"Дымка. ";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"1.5";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"2.6";"Осадков нет";"12";"Поверхность почвы влажная.";"1.0";"";"";
"18.09.2021 06:00";"1.8";"754.0";"768.1";"";"97";"Штиль, безветрие";"0";"";"";"Облаков нет.";"Дымка. ";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"1.8";"";"";"";"";"";"";"4.0";"1.3";"Осадков нет";"12";"";"";"";"";
"18.09.2021 00:00";"5.3";"753.1";"767.0";"0.6";"90";"Штиль, безветрие";"0";"";"";"90  или более, но не 100%";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"";"3.7";"";"";"";"";"";"";
"17.09.2021 21:00";"3.4";"752.5";"766.5";"0.5";"93";"Штиль, безветрие";"0";"";"";"60%.";"Дымка. ";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"8.6";"Слоисто-кучевые, образовавшиеся не из кучевых.";"60%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"";"2.4";"Осадков нет";"12";"";"";"";"";
"17.09.2021 18:00";"7.3";"752.0";"765.8";"0.2";"66";"Штиль, безветрие";"0";"";"";"50%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"40%.";"1000-1500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"1.2";"Осадков нет";"12";"";"";"";"";
"17.09.2021 15:00";"7.7";"751.8";"765.5";"0.4";"62";"Ветер, дующий с северо-северо-востока";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"20.0";"0.9";"";"";"";"";"";"";
"17.09.2021 12:00";"8.0";"751.4";"765.2";"0.1";"55";"Ветер, дующий с северо-северо-востока";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"20.0";"-0.7";"";"";"";"";"";"";
"17.09.2021 09:00";"7.0";"751.3";"765.1";"0.0";"75";"Ветер, дующий с северо-северо-востока";"1";"";"";"100%.";" ";"";"";"6.1";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"20.0";"2.9";"Осадков нет";"12";"Поверхность почвы влажная.";"7.0";"";"";
"17.09.2021 06:00";"6.2";"751.3";"765.1";"-0.2";"87";"Ветер, дующий с севера";"1";"";"";"100%.";" ";"";"";"6.2";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"20.0";"4.1";"Осадков нет";"12";"";"";"";"";
"17.09.2021 03:00";"6.6";"751.5";"765.3";"0.2";"82";"Ветер, дующий с северо-северо-востока";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"";"3.7";"";"";"";"";"";"";
"17.09.2021 00:00";"6.9";"751.3";"765.1";"0.0";"84";"Штиль, безветрие";"0";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"";"4.3";"";"";"";"";"";"";
"16.09.2021 21:00";"7.5";"751.3";"765.0";"0.2";"77";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"10.1";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"";"3.7";"Следы осадков";"12";"";"";"";"";
"16.09.2021 18:00";"8.4";"751.1";"764.8";"0.1";"73";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"20.0";"3.8";"0.1";"12";"";"";"";"";
"16.09.2021 15:00";"9.3";"751.0";"764.6";"0.3";"67";"Ветер, дующий с севера";"2";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"20.0";"3.5";"";"";"";"";"";"";
"16.09.2021 12:00";"8.7";"750.7";"764.5";"0.7";"78";"Ветер, дующий с северо-запада";"2";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"";"";"20.0";"5.1";"";"";"";"";"";"";
"16.09.2021 09:00";"7.5";"750.0";"763.7";"0.9";"92";"Ветер, дующий с северо-северо-запада";"2";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Морось.";"5.6";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"200-300";"";"";"";"6.3";"0.2";"12";"Поверхность почвы влажная.";"7.0";"";"";
"16.09.2021 06:00";"5.9";"749.1";"762.9";"1.0";"91";"Ветер, дующий с северо-запада";"1";"";"";"100%.";"Морось незамерзающая непрерывная слабая в срок наблюдения. ";"Морось.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"5.9";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"200-300";"";"";"2.5";"4.6";"0.1";"12";"";"";"";"";
"16.09.2021 03:00";"7.0";"748.1";"761.8";"0.7";"80";"Ветер, дующий с северо-северо-запада";"2";"";"";"90  или более, но не 100%";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"300-600";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"";"3.7";"";"";"";"";"";"";
"16.09.2021 00:00";"7.6";"747.4";"761.1";"0.4";"82";"Ветер, дующий с запада";"1";"";"";"40%.";"Ливневый(ые) дождь(и). ";"Ливень (ливни).";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"40%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"";"4.6";"";"";"";"";"";"";
"15.09.2021 21:00";"8.9";"747.0";"760.6";"0.4";"65";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"";"13.0";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"70 – 80%.";"1500-2000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"";"2.7";"Следы осадков";"12";"";"";"";"";
